	ID	GENE	ACC	Name	TMD	Start	End	TM protein	SIGNALp	MUT	Size	N-terminus	signalp_TM	signalp_noTM	Highlight
162	ABCA3_HUMAN	ABCA3	Q99758	ABCA3_HUMAN_TRANSMEM7	TRANSMEM7	447	467	YES	0	4	5	Other	0.299	0.44	NO
163	ABCA3_HUMAN	ABCA3	Q99758	ABCA3_HUMAN_TRANSMEM8	TRANSMEM8	925	945	YES	0	4	5	Other	0.357	0.426	NO
164	ABCA3_HUMAN	ABCA3	Q99758	ABCA3_HUMAN_TRANSMEM9	TRANSMEM9	1100	1120	YES	0	4	5	Other	0.47	0.615	YES
165	ABCA3_HUMAN	ABCA3	Q99758	ABCA3_HUMAN_TRANSMEM10	TRANSMEM10	1144	1164	YES	0	4	5	Other	0.233	0.482	NO
166	ABCA3_HUMAN	ABCA3	Q99758	ABCA3_HUMAN_TRANSMEM11	TRANSMEM11	1183	1203	YES	0	4	5	Other	0.147	0.553	YES
167	ABCA3_HUMAN	ABCA3	Q99758	ABCA3_HUMAN_TRANSMEM12	TRANSMEM12	1213	1233	YES	0	4	5	Other	0.272	0.369	NO
168	ABCA3_HUMAN	ABCA3	Q99758	ABCA3_HUMAN_TRANSMEM13	TRANSMEM13	1245	1265	YES	0	4	5	Other	0.254	0.214	NO
169	ABCA3_HUMAN	ABCA3	Q99758	ABCA3_HUMAN_TRANSMEM14	TRANSMEM14	1306	1326	YES	0	4	5	Other	0.234	0.409	NO
170	ABCA4_HUMAN	ABCA4	P78363	ABCA4_HUMAN_TRANSMEM2	TRANSMEM2	647	667	YES	0	206	5	Extracellular	0.303	0.521	YES
171	ABCA4_HUMAN	ABCA4	P78363	ABCA4_HUMAN_TRANSMEM3	TRANSMEM3	700	720	YES	0	206	5	Extracellular	0.179	0.401	NO
172	ABCA4_HUMAN	ABCA4	P78363	ABCA4_HUMAN_TRANSMEM4	TRANSMEM4	731	751	YES	0	206	5	Extracellular	0.234	0.501	YES
173	ABCA4_HUMAN	ABCA4	P78363	ABCA4_HUMAN_TRANSMEM5	TRANSMEM5	760	780	YES	0	206	5	Extracellular	0.254	0.343	NO
174	ABCA4_HUMAN	ABCA4	P78363	ABCA4_HUMAN_TRANSMEM6	TRANSMEM6	836	856	YES	0	206	5	Extracellular	0.357	0.511	YES
175	ABCA4_HUMAN	ABCA4	P78363	ABCA4_HUMAN_TRANSMEM7	TRANSMEM7	1377	1397	YES	0	206	5	Cytoplasmic	0.389	0.492	NO
176	ABCA4_HUMAN	ABCA4	P78363	ABCA4_HUMAN_TRANSMEM8	TRANSMEM8	1728	1748	YES	0	206	5	Extracellular	0.197	0.307	NO
177	ABCA4_HUMAN	ABCA4	P78363	ABCA4_HUMAN_TRANSMEM9	TRANSMEM9	1760	1780	YES	0	206	5	Extracellular	0.258	0.392	NO
178	ABCA4_HUMAN	ABCA4	P78363	ABCA4_HUMAN_TRANSMEM10	TRANSMEM10	1793	1813	YES	0	206	5	Extracellular	0.188	0.195	NO
179	ABCA4_HUMAN	ABCA4	P78363	ABCA4_HUMAN_TRANSMEM11	TRANSMEM11	1832	1852	YES	0	206	5	Extracellular	0.252	0.341	NO
180	ABCA4_HUMAN	ABCA4	P78363	ABCA4_HUMAN_TRANSMEM12	TRANSMEM12	1874	1894	YES	0	206	5	Extracellular	0.177	0.289	NO
181	ABCA5_HUMAN	ABCA5	Q8WWZ7	ABCA5_HUMAN_TRANSMEM2	TRANSMEM2	220	240	YES	0	0	5	Other	0.27	0.601	YES
182	ABCA5_HUMAN	ABCA5	Q8WWZ7	ABCA5_HUMAN_TRANSMEM3	TRANSMEM3	264	284	YES	0	0	5	Other	0.296	0.758	YES
183	ABCA5_HUMAN	ABCA5	Q8WWZ7	ABCA5_HUMAN_TRANSMEM4	TRANSMEM4	297	317	YES	0	0	5	Other	0.196	0.47	NO
184	ABCA5_HUMAN	ABCA5	Q8WWZ7	ABCA5_HUMAN_TRANSMEM5	TRANSMEM5	328	348	YES	0	0	5	Other	0.163	0.407	NO
185	ABCA5_HUMAN	ABCA5	Q8WWZ7	ABCA5_HUMAN_TRANSMEM6	TRANSMEM6	355	375	YES	0	0	5	Other	0.302	0.352	NO
186	ABCA5_HUMAN	ABCA5	Q8WWZ7	ABCA5_HUMAN_TRANSMEM7	TRANSMEM7	396	416	YES	0	0	5	Other	0.335	0.733	YES
187	ABCA5_HUMAN	ABCA5	Q8WWZ7	ABCA5_HUMAN_TRANSMEM8	TRANSMEM8	866	886	YES	0	0	5	Other	0.249	0.431	NO
188	ABCA5_HUMAN	ABCA5	Q8WWZ7	ABCA5_HUMAN_TRANSMEM9	TRANSMEM9	967	987	YES	0	0	5	Other	0.178	0.203	NO
189	ABCA5_HUMAN	ABCA5	Q8WWZ7	ABCA5_HUMAN_TRANSMEM10	TRANSMEM10	1021	1041	YES	0	0	5	Other	0.271	0.394	NO
190	ABCA5_HUMAN	ABCA5	Q8WWZ7	ABCA5_HUMAN_TRANSMEM11	TRANSMEM11	1071	1091	YES	0	0	5	Other	0.179	0.849	YES
191	ABCA5_HUMAN	ABCA5	Q8WWZ7	ABCA5_HUMAN_TRANSMEM12	TRANSMEM12	1102	1122	YES	0	0	5	Other	0.169	0.456	NO
192	ABCA5_HUMAN	ABCA5	Q8WWZ7	ABCA5_HUMAN_TRANSMEM13	TRANSMEM13	1139	1159	YES	0	0	5	Other	0.172	0.344	NO
193	ABCA5_HUMAN	ABCA5	Q8WWZ7	ABCA5_HUMAN_TRANSMEM14	TRANSMEM14	1169	1189	YES	0	0	5	Other	0.193	0.271	NO
194	ABCA5_HUMAN	ABCA5	Q8WWZ7	ABCA5_HUMAN_TRANSMEM15	TRANSMEM15	1207	1227	YES	0	0	5	Other	0.212	0.312	NO
195	ABCA6_HUMAN	ABCA6	Q8N139	ABCA6_HUMAN_TRANSMEM2	TRANSMEM2	222	242	YES	0	0	5	Other	0.521	0.697	YES
196	ABCA6_HUMAN	ABCA6	Q8N139	ABCA6_HUMAN_TRANSMEM3	TRANSMEM3	268	288	YES	0	0	5	Other	0.088	0.485	NO
197	ABCA6_HUMAN	ABCA6	Q8N139	ABCA6_HUMAN_TRANSMEM4	TRANSMEM4	297	317	YES	0	0	5	Other	0.144	0.683	YES
198	ABCA6_HUMAN	ABCA6	Q8N139	ABCA6_HUMAN_TRANSMEM5	TRANSMEM5	327	347	YES	0	0	5	Other	0.656	0.897	NO
199	ABCA6_HUMAN	ABCA6	Q8N139	ABCA6_HUMAN_TRANSMEM6	TRANSMEM6	355	375	YES	0	0	5	Other	0.192	0.223	NO
200	ABCA6_HUMAN	ABCA6	Q8N139	ABCA6_HUMAN_TRANSMEM7	TRANSMEM7	397	417	YES	0	0	5	Other	0.381	0.696	YES
201	ABCA6_HUMAN	ABCA6	Q8N139	ABCA6_HUMAN_TRANSMEM8	TRANSMEM8	854	874	YES	0	0	5	Other	0.245	0.407	NO
202	ABCA6_HUMAN	ABCA6	Q8N139	ABCA6_HUMAN_TRANSMEM9	TRANSMEM9	1007	1027	YES	0	0	5	Other	0.284	0.499	NO
203	ABCA6_HUMAN	ABCA6	Q8N139	ABCA6_HUMAN_TRANSMEM10	TRANSMEM10	1062	1082	YES	0	0	5	Other	0.125	0.533	YES
204	ABCA6_HUMAN	ABCA6	Q8N139	ABCA6_HUMAN_TRANSMEM11	TRANSMEM11	1094	1114	YES	0	0	5	Other	0.15	0.369	NO
205	ABCA6_HUMAN	ABCA6	Q8N139	ABCA6_HUMAN_TRANSMEM12	TRANSMEM12	1127	1147	YES	0	0	5	Other	0.21	0.387	NO
206	ABCA6_HUMAN	ABCA6	Q8N139	ABCA6_HUMAN_TRANSMEM13	TRANSMEM13	1150	1170	YES	0	0	5	Other	0.194	0.329	NO
207	ABCA6_HUMAN	ABCA6	Q8N139	ABCA6_HUMAN_TRANSMEM14	TRANSMEM14	1194	1214	YES	0	0	5	Other	0.219	0.308	NO
208	ABCA7_HUMAN	ABCA7	Q8IZY2	ABCA7_HUMAN_TRANSMEM2	TRANSMEM2	550	570	YES	0	1	5	Extracellular	0.499	0.619	YES
209	ABCA7_HUMAN	ABCA7	Q8IZY2	ABCA7_HUMAN_TRANSMEM3	TRANSMEM3	593	613	YES	0	1	5	Extracellular	0.274	0.402	NO
210	ABCA7_HUMAN	ABCA7	Q8IZY2	ABCA7_HUMAN_TRANSMEM4	TRANSMEM4	626	646	YES	0	1	5	Extracellular	0.354	0.538	YES
211	ABCA7_HUMAN	ABCA7	Q8IZY2	ABCA7_HUMAN_TRANSMEM5	TRANSMEM5	655	675	YES	0	1	5	Extracellular	0.32	0.502	YES
212	ABCA7_HUMAN	ABCA7	Q8IZY2	ABCA7_HUMAN_TRANSMEM6	TRANSMEM6	687	707	YES	0	1	5	Extracellular	0.221	0.261	NO
213	ABCA7_HUMAN	ABCA7	Q8IZY2	ABCA7_HUMAN_TRANSMEM7	TRANSMEM7	727	747	YES	0	1	5	Extracellular	0.303	0.414	NO
214	ABCA7_HUMAN	ABCA7	Q8IZY2	ABCA7_HUMAN_TRANSMEM8	TRANSMEM8	849	869	YES	0	1	5	Extracellular	0.299	0.282	NO
215	ABCA7_HUMAN	ABCA7	Q8IZY2	ABCA7_HUMAN_TRANSMEM9	TRANSMEM9	1243	1263	YES	0	1	5	Extracellular	0.282	0.433	NO
216	ABCA7_HUMAN	ABCA7	Q8IZY2	ABCA7_HUMAN_TRANSMEM10	TRANSMEM10	1538	1558	YES	0	1	5	Extracellular	0.279	0.361	NO
217	ABCA7_HUMAN	ABCA7	Q8IZY2	ABCA7_HUMAN_TRANSMEM11	TRANSMEM11	1584	1604	YES	0	1	5	Extracellular	0.255	0.537	YES
218	ABCA7_HUMAN	ABCA7	Q8IZY2	ABCA7_HUMAN_TRANSMEM12	TRANSMEM12	1621	1641	YES	0	1	5	Extracellular	0.218	0.317	NO
219	ABCA7_HUMAN	ABCA7	Q8IZY2	ABCA7_HUMAN_TRANSMEM13	TRANSMEM13	1649	1669	YES	0	1	5	Extracellular	0.409	0.506	YES
220	ABCA7_HUMAN	ABCA7	Q8IZY2	ABCA7_HUMAN_TRANSMEM14	TRANSMEM14	1683	1703	YES	0	1	5	Extracellular	0.3	0.394	NO
221	ABCA7_HUMAN	ABCA7	Q8IZY2	ABCA7_HUMAN_TRANSMEM15	TRANSMEM15	1729	1749	YES	0	1	5	Extracellular	0.216	0.319	NO
222	ABCA8_HUMAN	ABCA8	O94911	ABCA8_HUMAN_TRANSMEM2	TRANSMEM2	220	240	YES	0	0	5	Other	0.145	0.242	NO
223	ABCA8_HUMAN	ABCA8	O94911	ABCA8_HUMAN_TRANSMEM3	TRANSMEM3	268	288	YES	0	0	5	Other	0.148	0.611	YES
224	ABCA8_HUMAN	ABCA8	O94911	ABCA8_HUMAN_TRANSMEM4	TRANSMEM4	299	319	YES	0	0	5	Other	0.194	0.688	YES
225	ABCA8_HUMAN	ABCA8	O94911	ABCA8_HUMAN_TRANSMEM5	TRANSMEM5	327	347	YES	0	0	5	Other	0.385	0.817	YES
226	ABCA8_HUMAN	ABCA8	O94911	ABCA8_HUMAN_TRANSMEM6	TRANSMEM6	359	379	YES	0	0	5	Other	0.435	0.522	YES
227	ABCA8_HUMAN	ABCA8	O94911	ABCA8_HUMAN_TRANSMEM7	TRANSMEM7	397	417	YES	0	0	5	Other	0.313	0.558	YES
228	ABCA8_HUMAN	ABCA8	O94911	ABCA8_HUMAN_TRANSMEM8	TRANSMEM8	824	844	YES	0	0	5	Other	0.349	0.453	NO
229	ABCA8_HUMAN	ABCA8	O94911	ABCA8_HUMAN_TRANSMEM9	TRANSMEM9	979	999	YES	0	0	5	Other	0.469	0.581	YES
230	ABCA8_HUMAN	ABCA8	O94911	ABCA8_HUMAN_TRANSMEM10	TRANSMEM10	1030	1050	YES	0	0	5	Other	0.157	0.426	NO
231	ABCA8_HUMAN	ABCA8	O94911	ABCA8_HUMAN_TRANSMEM11	TRANSMEM11	1066	1086	YES	0	0	5	Other	0.217	0.392	NO
232	ABCA8_HUMAN	ABCA8	O94911	ABCA8_HUMAN_TRANSMEM12	TRANSMEM12	1096	1116	YES	0	0	5	Other	0.288	0.583	YES
233	ABCA8_HUMAN	ABCA8	O94911	ABCA8_HUMAN_TRANSMEM13	TRANSMEM13	1121	1141	YES	0	0	5	Other	0.228	0.313	NO
234	ABCA8_HUMAN	ABCA8	O94911	ABCA8_HUMAN_TRANSMEM14	TRANSMEM14	1157	1177	YES	0	0	5	Other	0.22	0.502	YES
235	ABCA9_HUMAN	ABCA9	Q8IUA7	ABCA9_HUMAN_TRANSMEM2	TRANSMEM2	221	243	YES	0	0	5	Other	0.157	0.336	NO
236	ABCA9_HUMAN	ABCA9	Q8IUA7	ABCA9_HUMAN_TRANSMEM3	TRANSMEM3	269	289	YES	0	0	5	Other	0.248	0.613	YES
237	ABCA9_HUMAN	ABCA9	Q8IUA7	ABCA9_HUMAN_TRANSMEM4	TRANSMEM4	300	320	YES	0	0	5	Other	0.158	0.671	YES
238	ABCA9_HUMAN	ABCA9	Q8IUA7	ABCA9_HUMAN_TRANSMEM5	TRANSMEM5	329	349	YES	0	0	5	Other	0.266	0.818	YES
239	ABCA9_HUMAN	ABCA9	Q8IUA7	ABCA9_HUMAN_TRANSMEM6	TRANSMEM6	354	374	YES	0	0	5	Other	0.455	0.586	YES
240	ABCA9_HUMAN	ABCA9	Q8IUA7	ABCA9_HUMAN_TRANSMEM7	TRANSMEM7	398	418	YES	0	0	5	Other	0.317	0.751	YES
241	ABCA9_HUMAN	ABCA9	Q8IUA7	ABCA9_HUMAN_TRANSMEM8	TRANSMEM8	864	884	YES	0	0	5	Other	0.36	0.445	NO
242	ABCA9_HUMAN	ABCA9	Q8IUA7	ABCA9_HUMAN_TRANSMEM9	TRANSMEM9	1026	1046	YES	0	0	5	Other	0.177	0.231	NO
243	ABCA9_HUMAN	ABCA9	Q8IUA7	ABCA9_HUMAN_TRANSMEM10	TRANSMEM10	1065	1085	YES	0	0	5	Other	0.203	0.372	NO
244	ABCA9_HUMAN	ABCA9	Q8IUA7	ABCA9_HUMAN_TRANSMEM11	TRANSMEM11	1108	1128	YES	0	0	5	Other	0.159	0.405	NO
245	ABCA9_HUMAN	ABCA9	Q8IUA7	ABCA9_HUMAN_TRANSMEM12	TRANSMEM12	1136	1156	YES	0	0	5	Other	0.41	0.631	YES
246	ABCA9_HUMAN	ABCA9	Q8IUA7	ABCA9_HUMAN_TRANSMEM13	TRANSMEM13	1163	1183	YES	0	0	5	Other	0.235	0.307	NO
247	ABCA9_HUMAN	ABCA9	Q8IUA7	ABCA9_HUMAN_TRANSMEM14	TRANSMEM14	1200	1220	YES	0	0	5	Other	0.189	0.476	NO
248	ABCAA_HUMAN	ABCA10	Q8WWZ4	ABCAA_HUMAN_TRANSMEM1	TRANSMEM1	83	103	YES	0	0	5	Other	0.221	0.237	NO
249	ABCAA_HUMAN	ABCA10	Q8WWZ4	ABCAA_HUMAN_TRANSMEM2	TRANSMEM2	135	155	YES	0	0	5	Other	0.243	0.324	NO
250	ABCAA_HUMAN	ABCA10	Q8WWZ4	ABCAA_HUMAN_TRANSMEM3	TRANSMEM3	185	205	YES	0	0	5	Other	0.228	0.588	YES
251	ABCAA_HUMAN	ABCA10	Q8WWZ4	ABCAA_HUMAN_TRANSMEM4	TRANSMEM4	210	230	YES	0	0	5	Other	0.158	0.437	NO
252	ABCAA_HUMAN	ABCA10	Q8WWZ4	ABCAA_HUMAN_TRANSMEM5	TRANSMEM5	240	260	YES	0	0	5	Other	0.273	0.719	YES
253	ABCAA_HUMAN	ABCA10	Q8WWZ4	ABCAA_HUMAN_TRANSMEM6	TRANSMEM6	264	284	YES	0	0	5	Other	0.475	0.525	YES
254	ABCAA_HUMAN	ABCA10	Q8WWZ4	ABCAA_HUMAN_TRANSMEM7	TRANSMEM7	310	330	YES	0	0	5	Other	0.321	0.516	YES
255	ABCAA_HUMAN	ABCA10	Q8WWZ4	ABCAA_HUMAN_TRANSMEM8	TRANSMEM8	774	794	YES	0	0	5	Other	0.356	0.554	YES
256	ABCAA_HUMAN	ABCA10	Q8WWZ4	ABCAA_HUMAN_TRANSMEM9	TRANSMEM9	890	910	YES	0	0	5	Other	0.203	0.219	NO
257	ABCAA_HUMAN	ABCA10	Q8WWZ4	ABCAA_HUMAN_TRANSMEM10	TRANSMEM10	926	946	YES	0	0	5	Other	0.233	0.322	NO
258	ABCAA_HUMAN	ABCA10	Q8WWZ4	ABCAA_HUMAN_TRANSMEM11	TRANSMEM11	985	1005	YES	0	0	5	Other	0.117	0.552	YES
259	ABCAA_HUMAN	ABCA10	Q8WWZ4	ABCAA_HUMAN_TRANSMEM12	TRANSMEM12	1014	1034	YES	0	0	5	Other	0.137	0.802	YES
260	ABCAA_HUMAN	ABCA10	Q8WWZ4	ABCAA_HUMAN_TRANSMEM13	TRANSMEM13	1046	1066	YES	0	0	5	Other	0.401	0.641	YES
261	ABCAA_HUMAN	ABCA10	Q8WWZ4	ABCAA_HUMAN_TRANSMEM14	TRANSMEM14	1073	1093	YES	0	0	5	Other	0.171	0.361	NO
262	ABCAA_HUMAN	ABCA10	Q8WWZ4	ABCAA_HUMAN_TRANSMEM15	TRANSMEM15	1113	1133	YES	0	0	5	Other	0.208	0.312	NO
263	ABCAC_HUMAN	ABCA12	Q86UK0	ABCAC_HUMAN_TRANSMEM2	TRANSMEM2	1065	1085	YES	0	14	5	Other	0.228	0.532	YES
264	ABCAC_HUMAN	ABCA12	Q86UK0	ABCAC_HUMAN_TRANSMEM3	TRANSMEM3	1112	1132	YES	0	14	5	Other	0.148	0.572	YES
265	ABCAC_HUMAN	ABCA12	Q86UK0	ABCAC_HUMAN_TRANSMEM4	TRANSMEM4	1145	1165	YES	0	14	5	Other	0.158	0.239	NO
266	ABCAC_HUMAN	ABCA12	Q86UK0	ABCAC_HUMAN_TRANSMEM5	TRANSMEM5	1174	1194	YES	0	14	5	Other	0.169	0.369	NO
267	ABCAC_HUMAN	ABCA12	Q86UK0	ABCAC_HUMAN_TRANSMEM6	TRANSMEM6	1200	1220	YES	0	14	5	Other	0.41	0.462	NO
268	ABCAC_HUMAN	ABCA12	Q86UK0	ABCAC_HUMAN_TRANSMEM7	TRANSMEM7	1250	1270	YES	0	14	5	Other	0.196	0.588	YES
269	ABCAC_HUMAN	ABCA12	Q86UK0	ABCAC_HUMAN_TRANSMEM8	TRANSMEM8	1747	1767	YES	0	14	5	Other	0.508	0.604	YES
270	ABCAC_HUMAN	ABCA12	Q86UK0	ABCAC_HUMAN_TRANSMEM9	TRANSMEM9	1979	1999	YES	0	14	5	Other	0.4	0.67	YES
271	ABCAC_HUMAN	ABCA12	Q86UK0	ABCAC_HUMAN_TRANSMEM10	TRANSMEM10	2035	2055	YES	0	14	5	Other	0.166	0.307	NO
272	ABCAC_HUMAN	ABCA12	Q86UK0	ABCAC_HUMAN_TRANSMEM11	TRANSMEM11	2072	2092	YES	0	14	5	Other	0.184	0.411	NO
273	ABCAC_HUMAN	ABCA12	Q86UK0	ABCAC_HUMAN_TRANSMEM12	TRANSMEM12	2103	2123	YES	0	14	5	Other	0.234	0.275	NO
274	ABCAC_HUMAN	ABCA12	Q86UK0	ABCAC_HUMAN_TRANSMEM13	TRANSMEM13	2187	2207	YES	0	14	5	Other	0.206	0.24	NO
275	ABCAC_HUMAN	ABCA12	Q86UK0	ABCAC_HUMAN_TRANSMEM14	TRANSMEM14	2270	2290	YES	0	14	5	Other	0.167	0.173	NO
276	ABCAD_HUMAN	ABCA13	Q86UQ4	ABCAD_HUMAN_TRANSMEM2	TRANSMEM2	3568	3588	YES	0	0	5	Other	0.457	0.605	YES
277	ABCAD_HUMAN	ABCA13	Q86UQ4	ABCAD_HUMAN_TRANSMEM3	TRANSMEM3	3607	3627	YES	0	0	5	Other	0.295	0.526	YES
278	ABCAD_HUMAN	ABCA13	Q86UQ4	ABCAD_HUMAN_TRANSMEM4	TRANSMEM4	3648	3668	YES	0	0	5	Other	0.22	0.437	NO
279	ABCAD_HUMAN	ABCA13	Q86UQ4	ABCAD_HUMAN_TRANSMEM5	TRANSMEM5	3679	3699	YES	0	0	5	Other	0.225	0.355	NO
280	ABCAD_HUMAN	ABCA13	Q86UQ4	ABCAD_HUMAN_TRANSMEM6	TRANSMEM6	3709	3729	YES	0	0	5	Other	0.267	0.357	NO
281	ABCAD_HUMAN	ABCA13	Q86UQ4	ABCAD_HUMAN_TRANSMEM7	TRANSMEM7	3752	3772	YES	0	0	5	Other	0.235	0.462	NO
282	ABCAD_HUMAN	ABCA13	Q86UQ4	ABCAD_HUMAN_TRANSMEM8	TRANSMEM8	4226	4246	YES	0	0	5	Other	0.432	0.662	YES
283	ABCAD_HUMAN	ABCA13	Q86UQ4	ABCAD_HUMAN_TRANSMEM9	TRANSMEM9	4458	4478	YES	0	0	5	Other	0.364	0.466	NO
284	ABCAD_HUMAN	ABCA13	Q86UQ4	ABCAD_HUMAN_TRANSMEM10	TRANSMEM10	4504	4524	YES	0	0	5	Other	0.2	0.637	YES
285	ABCAD_HUMAN	ABCA13	Q86UQ4	ABCAD_HUMAN_TRANSMEM11	TRANSMEM11	4536	4556	YES	0	0	5	Other	0.197	0.332	NO
286	ABCAD_HUMAN	ABCA13	Q86UQ4	ABCAD_HUMAN_TRANSMEM12	TRANSMEM12	4568	4588	YES	0	0	5	Other	0.278	0.522	YES
287	ABCAD_HUMAN	ABCA13	Q86UQ4	ABCAD_HUMAN_TRANSMEM13	TRANSMEM13	4607	4627	YES	0	0	5	Other	0.396	0.482	NO
288	ABCAD_HUMAN	ABCA13	Q86UQ4	ABCAD_HUMAN_TRANSMEM14	TRANSMEM14	4651	4671	YES	0	0	5	Other	0.232	0.337	NO
289	ABCB5_HUMAN	ABCB5	Q2M3G0	ABCB5_HUMAN_TRANSMEM2	TRANSMEM2	110	130	YES	0	0	5	Other	0.182	0.411	NO
290	ABCB5_HUMAN	ABCB5	Q2M3G0	ABCB5_HUMAN_TRANSMEM3	TRANSMEM3	181	201	YES	0	0	5	Other	0.234	0.334	NO
291	ABCB5_HUMAN	ABCB5	Q2M3G0	ABCB5_HUMAN_TRANSMEM4	TRANSMEM4	203	223	YES	0	0	5	Other	0.412	0.408	NO
292	ABCB5_HUMAN	ABCB5	Q2M3G0	ABCB5_HUMAN_TRANSMEM5	TRANSMEM5	294	314	YES	0	0	5	Other	0.18	0.202	NO
293	ABCB5_HUMAN	ABCB5	Q2M3G0	ABCB5_HUMAN_TRANSMEM6	TRANSMEM6	322	342	YES	0	0	5	Other	0.465	0.407	NO
294	ABCB5_HUMAN	ABCB5	Q2M3G0	ABCB5_HUMAN_TRANSMEM7	TRANSMEM7	693	713	YES	0	0	5	Other	0.301	0.284	NO
295	ABCB5_HUMAN	ABCB5	Q2M3G0	ABCB5_HUMAN_TRANSMEM8	TRANSMEM8	737	757	YES	0	0	5	Other	0.195	0.442	NO
296	ABCB5_HUMAN	ABCB5	Q2M3G0	ABCB5_HUMAN_TRANSMEM9	TRANSMEM9	827	847	YES	0	0	5	Other	0.406	0.671	YES
297	ABCB5_HUMAN	ABCB5	Q2M3G0	ABCB5_HUMAN_TRANSMEM10	TRANSMEM10	917	937	YES	0	0	5	Other	0.235	0.331	NO
298	ABCB5_HUMAN	ABCB5	Q2M3G0	ABCB5_HUMAN_TRANSMEM11	TRANSMEM11	954	974	YES	0	0	5	Other	0.252	0.316	NO
299	ABCB6_HUMAN	ABCB6	Q9NP58	ABCB6_HUMAN_TRANSMEM2	TRANSMEM2	73	93	YES	0	12	5	Other	0.42	0.561	YES
300	ABCB6_HUMAN	ABCB6	Q9NP58	ABCB6_HUMAN_TRANSMEM3	TRANSMEM3	107	127	YES	0	12	5	Other	0.314	0.426	NO
301	ABCB6_HUMAN	ABCB6	Q9NP58	ABCB6_HUMAN_TRANSMEM4	TRANSMEM4	148	168	YES	0	12	5	Other	0.43	0.491	NO
302	ABCB6_HUMAN	ABCB6	Q9NP58	ABCB6_HUMAN_TRANSMEM5	TRANSMEM5	186	206	YES	0	12	5	Other	0.236	0.39	NO
303	ABCB6_HUMAN	ABCB6	Q9NP58	ABCB6_HUMAN_TRANSMEM6	TRANSMEM6	265	285	YES	0	12	5	Other	0.219	0.286	NO
304	ABCB6_HUMAN	ABCB6	Q9NP58	ABCB6_HUMAN_TRANSMEM7	TRANSMEM7	376	396	YES	0	12	5	Other	0.235	0.548	YES
305	ABCB6_HUMAN	ABCB6	Q9NP58	ABCB6_HUMAN_TRANSMEM8	TRANSMEM8	409	431	YES	0	12	5	Other	0.391	0.788	YES
306	ABCB6_HUMAN	ABCB6	Q9NP58	ABCB6_HUMAN_TRANSMEM9	TRANSMEM9	502	522	YES	0	12	5	Other	0.276	0.339	NO
307	ABCB6_HUMAN	ABCB6	Q9NP58	ABCB6_HUMAN_TRANSMEM10	TRANSMEM10	530	550	YES	0	12	5	Other	0.149	0.157	NO
308	ABCB7_HUMAN	ABCB7	O75027	ABCB7_HUMAN_TRANSMEM1	TRANSMEM1	141	161	YES	0	4	5	Other	0.251	0.268	NO
309	ABCB7_HUMAN	ABCB7	O75027	ABCB7_HUMAN_TRANSMEM2	TRANSMEM2	186	206	YES	0	4	5	Other	0.327	0.342	NO
310	ABCB7_HUMAN	ABCB7	O75027	ABCB7_HUMAN_TRANSMEM3	TRANSMEM3	260	280	YES	0	4	5	Other	0.283	0.464	NO
311	ABCB7_HUMAN	ABCB7	O75027	ABCB7_HUMAN_TRANSMEM4	TRANSMEM4	291	311	YES	0	4	5	Other	0.203	0.304	NO
312	ABCB7_HUMAN	ABCB7	O75027	ABCB7_HUMAN_TRANSMEM5	TRANSMEM5	383	403	YES	0	4	5	Other	0.292	0.444	NO
313	ABCB7_HUMAN	ABCB7	O75027	ABCB7_HUMAN_TRANSMEM6	TRANSMEM6	410	430	YES	0	4	5	Other	0.327	0.375	NO
314	ABCB9_HUMAN	ABCB9	Q9NP78	ABCB9_HUMAN_TRANSMEM2	TRANSMEM2	47	67	YES	0	0	5	Other	0.266	0.469	NO
315	ABCB9_HUMAN	ABCB9	Q9NP78	ABCB9_HUMAN_TRANSMEM3	TRANSMEM3	84	104	YES	0	0	5	Other	0.231	0.49	NO
316	ABCB9_HUMAN	ABCB9	Q9NP78	ABCB9_HUMAN_TRANSMEM4	TRANSMEM4	116	136	YES	0	0	5	Other	0.645	0.827	NO
317	ABCB9_HUMAN	ABCB9	Q9NP78	ABCB9_HUMAN_TRANSMEM5	TRANSMEM5	185	205	YES	0	0	5	Other	0.548	0.752	YES
318	ABCB9_HUMAN	ABCB9	Q9NP78	ABCB9_HUMAN_TRANSMEM6	TRANSMEM6	225	245	YES	0	0	5	Other	0.512	0.774	YES
319	ABCB9_HUMAN	ABCB9	Q9NP78	ABCB9_HUMAN_TRANSMEM7	TRANSMEM7	319	339	YES	0	0	5	Other	0.232	0.32	NO
320	ABCB9_HUMAN	ABCB9	Q9NP78	ABCB9_HUMAN_TRANSMEM8	TRANSMEM8	416	436	YES	0	0	5	Other	0.212	0.289	NO
321	ABCBA_HUMAN	ABCB10	Q9NRK6	ABCBA_HUMAN_TRANSMEM1	TRANSMEM1	171	191	YES	0	0	5	Other	0.244	0.284	NO
322	ABCBA_HUMAN	ABCB10	Q9NRK6	ABCBA_HUMAN_TRANSMEM2	TRANSMEM2	216	236	YES	0	0	5	Other	0.253	0.317	NO
323	ABCBA_HUMAN	ABCB10	Q9NRK6	ABCBA_HUMAN_TRANSMEM3	TRANSMEM3	313	333	YES	0	0	5	Other	0.192	0.25	NO
324	ABCBA_HUMAN	ABCB10	Q9NRK6	ABCBA_HUMAN_TRANSMEM4	TRANSMEM4	408	428	YES	0	0	5	Other	0.221	0.251	NO
